response_id,customer_id,journey_stage,responded_at,updated_at,event_version,nps_score,csat_score,category,comment
R001842,C001881,renewal,2025-04-27T16:11:00Z,2025-04-27T18:58:00Z,1,7,4,value,Everything worked as expected.
R001843,C002210,support,2025-04-27T17:42:00Z,2025-04-27T18:46:00Z,1,7,4,resolution,The waiting time affected the experience.
R001844,C001655,service,2025-04-27T19:13:00Z,2025-04-27T21:16:00Z,1,9,4,experience,Everything worked as expected.
R001845,C001394,renewal,2025-04-27T20:44:00Z,2025-04-27T23:17:00Z,1,9,3,value,The response was quick.
R001846,C000313,service,2025-04-27T22:15:00Z,2025-04-27T23:21:00Z,1,8,4,experience,The response was quick.
R001847,C000840,renewal,2025-04-27T23:46:00Z,2025-04-28T01:12:00Z,1,9,3,value,The waiting time affected the experience.
R001848,C001616,service,2025-04-28T01:17:00Z,2025-04-28T03:10:00Z,1,5,3,schedule,The information could be clearer.
R001849,C001684,service,2025-04-28T02:48:00Z,2025-04-28T04:45:00Z,1,7,5,experience,I needed more than one contact.
R001850,C000087,renewal,2025-04-28T04:19:00Z,2025-04-28T04:57:00Z,1,5,5,value,Everything worked as expected.
R001851,C000509,onboarding,2025-04-28T05:50:00Z,2025-04-28T07:09:00Z,1,10,5,access,I needed more than one contact.
R001852,C001059,support,2025-04-28T07:21:00Z,2025-04-28T08:20:00Z,1,4,3,resolution,The response was quick.
R001853,C002059,onboarding,2025-04-28T08:52:00Z,2025-05-12T09:16:00Z,2,5,2,access,I needed more than one contact.
R001854,C000928,support,2025-04-28T10:23:00Z,2025-04-28T12:06:00Z,1,5,1,communication,Everything worked as expected.
R001855,C002387,service,2025-04-28T11:54:00Z,2025-04-28T12:43:00Z,1,8,5,experience,The response was quick.
R001856,C002082,support,2025-04-28T13:25:00Z,2025-04-28T16:06:00Z,1,6,3,communication,The information could be clearer.
R001857,C001231,renewal,2025-04-28T14:56:00Z,2025-04-28T16:33:00Z,1,8,3,value,Everything worked as expected.
R001858,C002400,support,2025-04-28T16:27:00Z,2025-04-28T18:38:00Z,1,6,2,communication,I needed more than one contact.
R001859,C001231,support,2025-04-28T17:58:00Z,2025-04-28T19:18:00Z,1,2,3,resolution,I needed more than one contact.
R001860,C001911,onboarding,2025-04-28T19:29:00Z,2025-04-28T20:25:00Z,1,6,4,access,The response was quick.
R001861,C001688,support,2025-04-28T21:00:00Z,2025-04-28T21:39:00Z,1,5,3,resolution,Everything worked as expected.
R001862,C000374,service,2025-04-28T22:31:00Z,2025-04-29T01:02:00Z,1,10,3,schedule,The information could be clearer.
R001863,C000417,onboarding,2025-04-29T00:02:00Z,2025-04-29T01:03:00Z,1,10,3,access,The response was quick.
R001864,C000312,service,2025-04-29T01:33:00Z,2025-04-29T03:57:00Z,1,6,5,schedule,I needed more than one contact.
R001865,C001237,service,2025-04-29T03:04:00Z,2025-04-29T04:09:00Z,1,6,4,schedule,The information could be clearer.
R001866,C002305,support,2025-04-29T04:35:00Z,2025-04-29T05:34:00Z,1,7,3,resolution,The response was quick.
R001867,C001137,service,2025-04-29T06:06:00Z,2025-04-29T08:46:00Z,1,4,2,experience,The response was quick.
R001868,C000998,onboarding,2025-04-29T07:37:00Z,2025-04-29T09:03:00Z,1,7,5,access,The response was quick.
R001869,C000243,service,2025-04-29T09:08:00Z,2025-04-29T09:27:00Z,1,9,3,schedule,Everything worked as expected.
R001870,C000112,service,2025-04-29T10:39:00Z,2025-05-13T11:20:00Z,2,8,4,schedule,The waiting time affected the experience.
R001871,C001467,support,2025-04-29T12:10:00Z,2025-04-29T14:38:00Z,1,5,4,communication,I needed more than one contact.
R001872,C001362,service,2025-04-29T13:41:00Z,2025-04-29T16:24:00Z,1,10,4,experience,The response was quick.
R001873,C002071,support,2025-04-29T15:12:00Z,2025-04-29T17:17:00Z,1,7,3,resolution,Everything worked as expected.
R001874,C000985,onboarding,2025-04-29T16:43:00Z,2025-04-29T19:01:00Z,1,10,4,access,Everything worked as expected.
R001875,C002111,support,2025-04-29T18:14:00Z,2025-04-29T18:27:00Z,1,7,5,resolution,The waiting time affected the experience.
R001876,C002143,renewal,2025-04-29T19:45:00Z,2025-04-29T20:29:00Z,1,5,4,relationship,The response was quick.
R001877,C001162,support,2025-04-29T21:16:00Z,2025-04-29T23:32:00Z,1,5,1,communication,The response was quick.
R001878,C001115,service,2025-04-29T22:47:00Z,2025-04-30T01:25:00Z,1,9,4,schedule,Everything worked as expected.
R001879,C000347,onboarding,2025-04-30T00:18:00Z,2025-04-30T02:24:00Z,1,7,4,information,The information could be clearer.
R001880,C001553,renewal,2025-04-30T01:49:00Z,2025-04-30T02:16:00Z,1,6,4,relationship,The response was quick.
R001881,C002394,support,2025-04-30T03:20:00Z,2025-04-30T05:59:00Z,1,4,4,communication,The waiting time affected the experience.
R001882,C000411,onboarding,2025-04-30T04:51:00Z,2025-04-30T07:35:00Z,1,10,4,access,The waiting time affected the experience.
R001883,C001915,service,2025-04-30T06:22:00Z,2025-04-30T08:09:00Z,1,9,4,schedule,Everything worked as expected.
R001884,C001663,onboarding,2025-04-30T07:53:00Z,2025-04-30T08:23:00Z,1,4,3,information,The response was quick.
R001885,C000732,service,2025-04-30T09:24:00Z,2025-04-30T09:55:00Z,1,7,4,experience,Everything worked as expected.
R001886,C000656,support,2025-04-30T10:55:00Z,2025-04-30T12:56:00Z,1,6,3,communication,The response was quick.
R001887,C000837,service,2025-04-30T12:26:00Z,2025-05-14T13:24:00Z,2,8,2,experience,The waiting time affected the experience.
R001888,C001970,support,2025-04-30T13:57:00Z,2025-04-30T14:44:00Z,1,7,5,resolution,The information could be clearer.
R001889,C001636,renewal,2025-04-30T15:28:00Z,2025-04-30T15:43:00Z,1,10,3,value,The waiting time affected the experience.
R001890,C000738,service,2025-04-30T16:59:00Z,2025-04-30T17:15:00Z,1,6,4,experience,The waiting time affected the experience.
R001891,C001124,support,2025-04-30T18:30:00Z,2025-04-30T19:26:00Z,1,7,2,communication,The response was quick.
R001892,C000033,renewal,2025-04-30T20:01:00Z,2025-04-30T23:01:00Z,1,6,4,relationship,I needed more than one contact.
R001893,C002100,service,2025-04-30T21:32:00Z,2025-05-01T00:18:00Z,1,8,5,schedule,The information could be clearer.
R001894,C001314,service,2025-04-30T23:03:00Z,2025-05-01T00:18:00Z,1,10,5,experience,I needed more than one contact.
R001895,C001810,onboarding,2025-05-01T00:34:00Z,2025-05-01T02:00:00Z,1,9,4,information,Everything worked as expected.
R001896,C001826,support,2025-05-01T02:05:00Z,2025-05-01T03:42:00Z,1,5,4,resolution,The waiting time affected the experience.
R001897,C000103,service,2025-05-01T03:36:00Z,2025-05-01T06:21:00Z,1,8,4,experience,Everything worked as expected.
R001898,C000269,onboarding,2025-05-01T05:07:00Z,2025-05-01T05:13:00Z,1,9,5,access,The response was quick.
R001899,C000373,onboarding,2025-05-01T06:38:00Z,2025-05-01T06:54:00Z,1,4,4,access,The information could be clearer.
R001900,C001758,onboarding,2025-05-01T08:09:00Z,2025-05-01T08:54:00Z,1,6,5,access,The information could be clearer.
R001901,C001288,support,2025-05-01T09:40:00Z,2025-05-01T09:50:00Z,1,3,3,communication,The waiting time affected the experience.
R001902,C000518,service,2025-05-01T11:11:00Z,2025-05-01T13:32:00Z,1,5,4,experience,Everything worked as expected.
R001903,C001267,service,2025-05-01T12:42:00Z,2025-05-01T13:51:00Z,1,8,4,experience,I needed more than one contact.
R001904,C001425,onboarding,2025-05-01T14:13:00Z,2025-05-15T14:29:00Z,2,7,4,information,The waiting time affected the experience.
R001905,C001036,onboarding,2025-05-01T15:44:00Z,2025-05-01T15:58:00Z,1,10,4,access,The response was quick.
R001906,C002034,support,2025-05-01T17:15:00Z,2025-05-01T18:54:00Z,1,5,3,communication,The information could be clearer.
R001907,C001835,support,2025-05-01T18:46:00Z,2025-05-01T21:00:00Z,1,4,3,resolution,The waiting time affected the experience.
R001908,C001586,support,2025-05-01T20:17:00Z,2025-05-01T20:54:00Z,1,5,3,resolution,I needed more than one contact.
R001909,C002322,service,2025-05-01T21:48:00Z,2025-05-01T22:40:00Z,1,7,4,schedule,The response was quick.
R001910,C001238,support,2025-05-01T23:19:00Z,2025-05-02T01:08:00Z,1,5,4,communication,I needed more than one contact.
R001911,C001566,service,2025-05-02T00:50:00Z,2025-05-02T02:41:00Z,1,10,3,experience,The waiting time affected the experience.
R001912,C000313,service,2025-05-02T02:21:00Z,2025-05-02T03:10:00Z,1,8,4,experience,I needed more than one contact.
R001913,C000738,service,2025-05-02T03:52:00Z,2025-05-02T04:17:00Z,1,10,4,schedule,The waiting time affected the experience.
R001914,C000084,support,2025-05-02T05:23:00Z,2025-05-02T06:43:00Z,1,6,3,communication,Everything worked as expected.
R001915,C001937,service,2025-05-02T06:54:00Z,2025-05-02T09:38:00Z,1,8,4,experience,Everything worked as expected.
R001916,C001033,support,2025-05-02T08:25:00Z,2025-05-02T10:35:00Z,1,4,3,resolution,I needed more than one contact.
R001917,C001195,support,2025-05-02T09:56:00Z,2025-05-02T11:24:00Z,1,7,2,communication,Everything worked as expected.
R001918,C000520,renewal,2025-05-02T11:27:00Z,2025-05-02T13:58:00Z,1,7,3,relationship,I needed more than one contact.
R001919,C000480,renewal,2025-05-02T12:58:00Z,2025-05-02T13:36:00Z,1,6,3,relationship,The waiting time affected the experience.
R001920,C000732,support,2025-05-02T14:29:00Z,2025-05-02T14:37:00Z,1,4,4,communication,I needed more than one contact.
R001921,C000336,service,2025-05-02T16:00:00Z,2025-05-16T16:33:00Z,2,8,5,schedule,The information could be clearer.
R001922,C001293,service,2025-05-02T17:31:00Z,2025-05-02T17:42:00Z,1,8,3,experience,The response was quick.
R001923,C001821,service,2025-05-02T19:02:00Z,2025-05-02T20:14:00Z,1,9,3,experience,The waiting time affected the experience.
R001924,C002136,support,2025-05-02T20:33:00Z,2025-05-02T21:10:00Z,1,5,2,communication,Everything worked as expected.
R001925,C001990,service,2025-05-02T22:04:00Z,2025-05-02T23:44:00Z,1,8,3,schedule,The information could be clearer.
R001926,C001369,renewal,2025-05-02T23:35:00Z,2025-05-03T00:31:00Z,1,6,5,relationship,The information could be clearer.
R001927,C000716,renewal,2025-05-03T01:06:00Z,2025-05-03T03:54:00Z,1,8,3,value,The information could be clearer.
R001928,C001637,onboarding,2025-05-03T02:37:00Z,2025-05-03T02:56:00Z,1,10,5,information,The response was quick.
R001929,C000071,renewal,2025-05-03T04:08:00Z,2025-05-03T06:36:00Z,1,5,3,relationship,Everything worked as expected.
R001930,C001193,support,2025-05-03T05:39:00Z,2025-05-03T08:03:00Z,1,6,5,communication,The response was quick.
R001931,C000084,support,2025-05-03T07:10:00Z,2025-05-03T08:04:00Z,1,5,3,resolution,Everything worked as expected.
R001932,C002290,renewal,2025-05-03T08:41:00Z,2025-05-03T10:23:00Z,1,9,3,relationship,The waiting time affected the experience.
R001933,C002242,service,2025-05-03T10:12:00Z,2025-05-03T10:52:00Z,1,8,3,experience,The waiting time affected the experience.
R001934,C001043,service,2025-05-03T11:43:00Z,2025-05-03T12:31:00Z,1,10,4,schedule,The waiting time affected the experience.
R001935,C000595,service,2025-05-03T13:14:00Z,2025-05-03T15:15:00Z,1,7,3,experience,The waiting time affected the experience.
R001936,C000465,support,2025-05-03T14:45:00Z,2025-05-03T15:34:00Z,1,6,5,communication,The waiting time affected the experience.
R001937,C001518,onboarding,2025-05-03T16:16:00Z,2025-05-03T17:08:00Z,1,8,4,access,The waiting time affected the experience.
R001938,C000984,onboarding,2025-05-03T17:47:00Z,2025-05-17T18:37:00Z,2,7,4,information,The response was quick.
R001939,C002337,renewal,2025-05-03T19:18:00Z,2025-05-03T21:37:00Z,1,3,2,relationship,The response was quick.
R001940,C001089,onboarding,2025-05-03T20:49:00Z,2025-05-03T21:28:00Z,1,8,3,access,The waiting time affected the experience.
R001941,C001048,support,2025-05-03T22:20:00Z,2025-05-03T23:31:00Z,1,6,3,resolution,Everything worked as expected.
R001942,C002281,support,2025-05-03T23:51:00Z,2025-05-04T01:10:00Z,1,5,3,communication,Everything worked as expected.
R001943,C000448,support,2025-05-04T01:22:00Z,2025-05-04T02:50:00Z,1,6,3,communication,The information could be clearer.
R001944,C000968,service,2025-05-04T02:53:00Z,2025-05-04T05:39:00Z,1,5,4,schedule,Everything worked as expected.
R001945,C000888,support,2025-05-04T04:24:00Z,2025-05-04T06:55:00Z,1,8,4,communication,I needed more than one contact.
R001946,C000389,service,2025-05-04T05:55:00Z,2025-05-04T06:01:00Z,1,5,3,schedule,Everything worked as expected.
R001947,C001619,onboarding,2025-05-04T07:26:00Z,2025-05-04T10:02:00Z,1,8,5,access,The waiting time affected the experience.
R001948,C000833,support,2025-05-04T08:57:00Z,2025-05-04T09:40:00Z,1,8,5,communication,The response was quick.
R001949,C001780,service,2025-05-04T10:28:00Z,2025-05-04T11:42:00Z,1,9,4,schedule,The waiting time affected the experience.
R001950,C000199,renewal,2025-05-04T11:59:00Z,2025-05-04T12:59:00Z,1,9,4,relationship,I needed more than one contact.
R001951,C001229,support,2025-05-04T13:30:00Z,2025-05-04T14:57:00Z,1,5,4,resolution,Everything worked as expected.
R001952,C000851,renewal,2025-05-04T15:01:00Z,2025-05-04T15:49:00Z,1,10,3,value,The response was quick.
R001953,C001658,support,2025-05-04T16:32:00Z,2025-05-04T18:41:00Z,1,4,3,resolution,The waiting time affected the experience.
R001954,C001361,service,2025-05-04T18:03:00Z,2025-05-04T18:36:00Z,1,7,4,experience,The waiting time affected the experience.
R001955,C001053,service,2025-05-04T19:34:00Z,2025-05-18T19:42:00Z,2,7,4,schedule,I needed more than one contact.
R001956,C000022,onboarding,2025-05-04T21:05:00Z,2025-05-04T22:26:00Z,1,7,3,access,I needed more than one contact.
R001957,C001486,renewal,2025-05-04T22:36:00Z,2025-05-04T23:35:00Z,1,9,3,value,Everything worked as expected.
R001958,C000863,service,2025-05-05T00:07:00Z,2025-05-05T02:47:00Z,1,8,5,schedule,The response was quick.
R001959,C000901,service,2025-05-05T01:38:00Z,2025-05-05T02:31:00Z,1,8,5,experience,The information could be clearer.
R001960,C001736,onboarding,2025-05-05T03:09:00Z,2025-05-05T05:41:00Z,1,9,4,information,The information could be clearer.
R001961,C001042,renewal,2025-05-05T04:40:00Z,2025-05-05T04:57:00Z,1,10,3,relationship,The waiting time affected the experience.
R001962,C001577,onboarding,2025-05-05T06:11:00Z,2025-05-05T09:04:00Z,1,10,4,access,The response was quick.
R001963,C001848,support,2025-05-05T07:42:00Z,2025-05-05T08:46:00Z,1,4,5,communication,Everything worked as expected.
R001964,C000775,support,2025-05-05T09:13:00Z,2025-05-05T10:08:00Z,1,3,4,communication,The response was quick.
R001965,C000796,renewal,2025-05-05T10:44:00Z,2025-05-05T12:22:00Z,1,9,3,relationship,The response was quick.
R001966,C001449,service,2025-05-05T12:15:00Z,2025-05-05T15:11:00Z,1,6,5,schedule,I needed more than one contact.
R001967,C001962,onboarding,2025-05-05T13:46:00Z,2025-05-05T15:30:00Z,1,10,5,information,The response was quick.
R001968,C001295,service,2025-05-05T15:17:00Z,2025-05-05T15:43:00Z,1,7,4,experience,I needed more than one contact.
R001969,C001426,service,2025-05-05T16:48:00Z,2025-05-05T19:18:00Z,1,10,4,experience,Everything worked as expected.
R001970,C000988,onboarding,2025-05-05T18:19:00Z,2025-05-05T20:49:00Z,1,9,3,access,I needed more than one contact.
R001971,C002060,support,2025-05-05T19:50:00Z,2025-05-05T22:49:00Z,1,5,3,communication,I needed more than one contact.
R001972,C002371,support,2025-05-05T21:21:00Z,2025-05-19T21:46:00Z,2,7,2,resolution,The information could be clearer.
R001973,C001961,renewal,2025-05-05T22:52:00Z,2025-05-05T23:04:00Z,1,8,3,relationship,The response was quick.
R001974,C000535,renewal,2025-05-06T00:23:00Z,2025-05-06T00:31:00Z,1,9,1,relationship,I needed more than one contact.
R001975,C000008,onboarding,2025-05-06T01:54:00Z,2025-05-06T04:21:00Z,1,8,5,information,The waiting time affected the experience.
R001976,C001486,service,2025-05-06T03:25:00Z,2025-05-06T04:39:00Z,1,7,4,experience,I needed more than one contact.
R001977,C000478,support,2025-05-06T04:56:00Z,2025-05-06T05:44:00Z,1,8,3,communication,I needed more than one contact.
R001978,C000661,onboarding,2025-05-06T06:27:00Z,2025-05-06T08:21:00Z,1,8,4,information,The response was quick.
R001979,C000846,onboarding,2025-05-06T07:58:00Z,2025-05-06T08:09:00Z,1,10,3,information,The response was quick.
R001980,C002239,onboarding,2025-05-06T09:29:00Z,2025-05-06T11:01:00Z,1,10,4,information,The waiting time affected the experience.
R001981,C000828,onboarding,2025-05-06T11:00:00Z,2025-05-06T11:12:00Z,1,5,5,information,The waiting time affected the experience.
R001982,C000314,support,2025-05-06T12:31:00Z,2025-05-06T14:35:00Z,1,6,4,communication,The information could be clearer.
R001983,C001942,support,2025-05-06T14:02:00Z,2025-05-06T15:36:00Z,1,6,4,communication,I needed more than one contact.
R001984,C001462,onboarding,2025-05-06T15:33:00Z,2025-05-06T17:45:00Z,1,8,4,access,I needed more than one contact.
R001985,C001381,service,2025-05-06T17:04:00Z,2025-05-06T19:08:00Z,1,8,5,experience,The waiting time affected the experience.
R001986,C000151,support,2025-05-06T18:35:00Z,2025-05-06T19:13:00Z,1,5,4,resolution,The information could be clearer.
R001987,C001078,service,2025-05-06T20:06:00Z,2025-05-06T20:59:00Z,1,10,3,schedule,The waiting time affected the experience.
R001988,C000605,support,2025-05-06T21:37:00Z,2025-05-07T00:11:00Z,1,7,3,resolution,The information could be clearer.
R001989,C001057,support,2025-05-06T23:08:00Z,2025-05-20T23:50:00Z,2,6,4,resolution,The information could be clearer.
R001990,C001910,onboarding,2025-05-07T00:39:00Z,2025-05-07T03:25:00Z,1,10,4,access,The waiting time affected the experience.
R001991,C000394,service,2025-05-07T02:10:00Z,2025-05-07T02:16:00Z,1,9,4,schedule,The information could be clearer.
R001992,C001740,onboarding,2025-05-07T03:41:00Z,2025-05-07T04:17:00Z,1,10,5,access,I needed more than one contact.
R001993,C000950,service,2025-05-07T05:12:00Z,2025-05-07T07:21:00Z,1,6,5,schedule,Everything worked as expected.
